,Word,CEFR_o,CEFR_j
3516,restriction,B2,B2
3517,résumé,B2,
3518,retail,B2,B1
3519,retirement,B2,B2
3520,revenue,B2,B2
3521,revision,B2,B1
3522,ridiculous,B2,B1
3523,risky,B2,B2
3524,rival,B2,B2
3525,rob,B2,A2
3526,robbery,B2,A2
3527,rocket,B2,B2
3528,romance,B2,A2
3529,rose,B2,A1
3530,roughly,B2,A2
3531,ruin,B2,A2
3532,satisfaction,B2,B1
3533,scandal,B2,B2
3534,scare,B2,B1
3535,scenario,B2,C1
3536,scholar,B2,B1
3537,scholarship,B2,B1
3538,scratch,B2,B1
3539,screening,B2,
3540,seeker,B2,
3541,seminar,B2,B2
3542,settler,B2,B1
3543,severely,B2,B1
3544,sexy,B2,B2
3545,shaped,B2,
3546,shocking,B2,B1
3547,shore,B2,A2
3548,shortage,B2,B1
3549,shortly,B2,B1
3550,short-term,B2,B2
3551,sibling,B2,
3552,sidewalk,B2,B1
3553,signature,B2,B1
3554,significance,B2,B1
3555,skilled,B2,B2
3556,skull,B2,
3557,slogan,B2,B1
3558,so-called,B2,B2
3559,somehow,B2,B1
3560,sometime,B2,B1
3561,sophisticated,B2,B2
3562,spare,B2,B2
3563,specialize,B2,B1
3564,specify,B2,B2
3565,spectacular,B2,B1
3566,spectator,B2,B1
3567,speculate,B2,C1
3568,speculation,B2,C1
3569,spice,B2,B1
3570,spill,B2,A2
3571,spite,B2,B2
3572,spoil,B2,B1
3573,spokesman,B2,B2
3574,spokesperson,B2,
3575,spokeswoman,B2,B2
3576,sponsorship,B2,C1
3577,stall,B2,B1
3578,stance,B2,
3579,starve,B2,B2
3580,steadily,B2,B1
3581,steam,B2,B1
3582,stimulate,B2,B2
3583,strengthen,B2,B1
3584,strictly,B2,B2
3585,stroke,B2,B2
3586,stunning,B2,B1
3587,subsequent,B2,
3588,subsequently,B2,
3589,suburb,B2,B2
3590,suffering,B2,B2
3591,sufficient,B2,B1
3592,sufficiently,B2,B2
3593,super,B2,A1
3594,surgeon,B2,B1
3595,survival,B2,B1
3596,survivor,B2,B1
3597,suspend,B2,B2
3598,sustainable,B2,C1
3599,swallow,B2,A2
3600,sympathetic,B2,B2
3601,tackle,B2,B2
3602,tag,B2,B2
3603,tap,B2,A2
3604,technological,B2,B1
3605,teen,B2,B1
3606,temple,B2,A1
3607,temporarily,B2,B2
3608,tendency,B2,B1
3609,tension,B2,B1
3610,terminal,B2,B1
3611,terms,B2,
3612,terribly,B2,B1
3613,terrify,B2,A2
3614,territory,B2,B2
3615,terror,B2,B1
3616,terrorism,B2,B1
3617,terrorist,B2,A2
3618,testing,B2,
3619,textbook,B2,A2
3620,theft,B2,B1
3621,therapist,B2,B2
3622,thesis,B2,B2
3623,thorough,B2,B1
3624,thoroughly,B2,B2
3625,thumb,B2,B1
3626,timing,B2,B2
3627,tissue,B2,B1
3628,tournament,B2,B1
3629,trace,B2,B1
3630,trading,B2,
3631,tragedy,B2,B1
3632,tragic,B2,B1
3633,trait,B2,B2
3634,transmit,B2,B2
3635,trap,B2,A2
3636,treasure,B2,A2
3637,tribe,B2,B2
3638,trigger,B2,B1
3639,trillion,B2,
3640,troop,B2,B2
3641,tsunami,B2,
3642,ultimate,B2,B2
3643,unacceptable,B2,B2
3644,uncertainty,B2,B1
3645,undergo,B2,B1
3646,undertake,B2,B2
3647,unfold,B2,B1
3648,unfortunate,B2,B1
3649,unite,B2,B1
3650,unity,B2,
3651,universal,B2,B2
3652,urgent,B2,B1
3653,usage,B2,B1
3654,useless,B2,B1
3655,valid,B2,B2
3656,variation,B2,B2
3657,vertical,B2,C1
3658,viewpoint,B2,B1
3659,visa,B2,B1
3660,visible,B2,B1
3661,voluntary,B2,C1
3662,voting,B2,
3663,wander,B2,A2
3664,warming,B2,
3665,weekly,B2,A2
3666,weird,B2,B1
3667,welfare,B2,B2
3668,wheat,B2,B2
3669,whoever,B2,B1
3670,widespread,B2,B1
3671,wisdom,B2,A2
3672,withdraw,B2,B2
3673,wolf,B2,B2
3674,workforce,B2,
3675,workplace,B2,B1
3676,workshop,B2,B1
3677,worm,B2,B2
3678,wrist,B2,B1
3679,abolish,C1,B2
3680,abortion,C1,
3681,absence,C1,B1
3682,absent,C1,B1
3683,absurd,C1,B2
3684,abuse,C1,B2
3685,academy,C1,B1
3686,accelerate,C1,
3687,acceptance,C1,B1
3688,accessible,C1,B1
3689,accomplishment,C1,
3690,accordingly,C1,B2
3691,accountability,C1,C2
3692,accountable,C1,
3693,accumulate,C1,B2
3694,accumulation,C1,
3695,accusation,C1,B2
3696,accused,C1,
3697,acquisition,C1,B2
3698,activation,C1,
3699,activist,C1,
3700,acute,C1,B2
3701,adaptation,C1,
3702,adhere,C1,C2
3703,adjacent,C1,
3704,adjustment,C1,B2
3705,administer,C1,
3706,administrative,C1,B2
3707,administrator,C1,
3708,admission,C1,B1
3709,adolescent,C1,
3710,adoption,C1,B2
3711,adverse,C1,B2
3712,advocate,C1,
3713,aesthetic,C1,C1
3714,affection,C1,B1
3715,aftermath,C1,
3716,aggression,C1,
3717,agricultural,C1,B1
3718,aide,C1,
3719,alert,C1,B2
3720,align,C1,C1
3721,alignment,C1,C1
3722,alike,C1,B1
3723,allegation,C1,B2
3724,allege,C1,C1
3725,allegedly,C1,
3726,alliance,C1,B2
3727,allocate,C1,
3728,allocation,C1,
3729,allowance,C1,B1
3730,ally,C1,B2
3731,aluminum,C1,B2
3732,amateur,C1,C1
3733,ambassador,C1,B2
3734,amend,C1,
3735,amendment,C1,
3736,amid,C1,C1
3737,analogy,C1,B2
3738,anchor,C1,B2
3739,angel,C1,A2
3740,anonymous,C1,B2
3741,apparatus,C1,
3742,apparel,C1,
3743,appealing,C1,
3744,appetite,C1,B1
3745,applaud,C1,B1
3746,applicable,C1,
3747,appoint,C1,B1
3748,appreciation,C1,B1
3749,arbitrary,C1,
3750,architectural,C1,
3751,archive,C1,
3752,arena,C1,B2
3753,array,C1,
3754,articulate,C1,B2
3755,ash,C1,B2
3756,aspiration,C1,B2
3757,aspire,C1,B2
3758,assassination,C1,
3759,assault,C1,B2
3760,assemble,C1,B2
3761,assembly,C1,B2
3762,assert,C1,B2
3763,assertion,C1,C1
3764,assurance,C1,B2
3765,asylum,C1,
3766,atrocity,C1,
3767,attain,C1,B1
3768,attendance,C1,B2
3769,attribute,C1,B2
3770,auction,C1,
3771,audit,C1,B2
3772,authentic,C1,
3773,authorize,C1,B2
3774,auto,C1,
3775,autonomy,C1,
3776,autumn,C1,A1
3777,availability,C1,B2
3778,await,C1,B2
3779,backdrop,C1,
3780,backing,C1,
3781,backup,C1,B2
3782,bail,C1,
3783,ballot,C1,B2
3784,bankruptcy,C1,B2
3785,banner,C1,
3786,bare,C1,B1
3787,barrel,C1,B1
3788,bass1,C1,
3789,battlefield,C1,B2
3790,bay,C1,A2
3791,beam,C1,B2
3792,beast,C1,B1
3793,behalf,C1,B1
3794,behavioral,C1,
3795,beloved,C1,B1
3796,bench,C1,A2
3797,benchmark,C1,
3798,beneath,C1,B1
3799,beneficiary,C1,C2
3800,betray,C1,B2
3801,beverage,C1,
3802,bind,C1,B2
3803,biography,C1,B1
3804,bishop,C1,B1
3805,bizarre,C1,B2
3806,blade,C1,B2
3807,blast,C1,B2
3808,bleed,C1,B1
3809,blend,C1,B1
3810,bless,C1,B1
3811,blessing,C1,B1
3812,boast,C1,B1
3813,bonus,C1,A2
3814,booking,C1,B1
3815,boom,C1,B1
3816,bounce,C1,B1
3817,boundary,C1,
3818,bow1,C1,
3819,breach,C1,
3820,breakdown,C1,B2
3821,breakthrough,C1,B1
3822,breed,C1,B1
3823,broadband,C1,B2
3824,browser,C1,B2
3825,brutal,C1,
3826,buddy,C1,B1
3827,buffer,C1,C1
3828,bulk,C1,C1
3829,burden,C1,B1
3830,bureaucracy,C1,B2
3831,burial,C1,B2
3832,burst,C1,B1
3833,cabinet,C1,B2
3834,calculation,C1,B1
3835,canvas,C1,
3836,capability,C1,B2
3837,capitalism,C1,
3838,capitalist,C1,
3839,cargo,C1,
3840,carriage,C1,B1
3841,carve,C1,B2
3842,casino,C1,
3843,casualty,C1,
3844,catalog,C1,B2
3845,cater,C1,
3846,cattle,C1,B1
3847,caution,C1,B1
3848,cautious,C1,B1
3849,cease,C1,B2
3850,cemetery,C1,B2
3851,chamber,C1,
3852,chaos,C1,B1
3853,characterize,C1,B1
3854,charm,C1,B1
3855,charter,C1,C1
3856,choir,C1,B1
3857,chronic,C1,
3858,chunk,C1,B2
3859,circulate,C1,C1
3860,circulation,C1,C1
3861,citizenship,C1,B1
3862,civic,C1,
3863,civilian,C1,
3864,clarity,C1,
3865,clash,C1,
3866,classification,C1,B2
3867,cling,C1,
3868,clinical,C1,C1
3869,closure,C1,B2
3870,cluster,C1,
3871,coalition,C1,B2
3872,coastal,C1,B1
3873,cocktail,C1,B2
3874,cognitive,C1,C2
3875,coincide,C1,B2
3876,collaborate,C1,C1
3877,collaboration,C1,C1
3878,collective,C1,
3879,collision,C1,
3880,colonial,C1,B2
3881,columnist,C1,B1
3882,combat,C1,
3883,commence,C1,
3884,commentary,C1,
3885,commentator,C1,
3886,commerce,C1,B2
3887,commissioner,C1,
3888,commodity,C1,C2
3889,communist,C1,
3890,companion,C1,B1
3891,comparable,C1,
3892,compassion,C1,B2
3893,compel,C1,C1
3894,compelling,C1,
3895,compensate,C1,B2
3896,compensation,C1,B2
3897,competence,C1,B2
3898,competent,C1,B2
3899,compile,C1,B2
3900,complement,C1,B1
3901,complexity,C1,B2
3902,compliance,C1,C1
3903,complication,C1,
3904,comply,C1,C1
3905,composition,C1,B1
3906,compromise,C1,B1
3907,compute,C1,B2
3908,conceal,C1,B2
3909,concede,C1,B2
3910,conceive,C1,B2
3911,conception,C1,B2
3912,concession,C1,B2
3913,condemn,C1,B2
3914,confer,C1,
3915,confession,C1,B2
3916,configuration,C1,
3917,confine,C1,B2
3918,confirmation,C1,B1
3919,confront,C1,B2
3920,confrontation,C1,
3921,congratulate,C1,B1
3922,congregation,C1,
3923,congressional,C1,
3924,conquer,C1,B1
3925,conscience,C1,B2
3926,consciousness,C1,B2
3927,consecutive,C1,
3928,consensus,C1,B2
3929,consent,C1,B2
3930,conserve,C1,C1
3931,consistency,C1,
3932,consolidate,C1,
3933,constitute,C1,B1
3934,constitution,C1,B1
3935,constitutional,C1,
3936,constraint,C1,C1
3937,consultation,C1,C1
3938,contemplate,C1,
3939,contempt,C1,B2
3940,contend,C1,
3941,contender,C1,
3942,content2,C1,
3943,contention,C1,
3944,continually,C1,B1
3945,contractor,C1,C1
3946,contradiction,C1,B2
3947,contrary,C1,B1
3948,contributor,C1,
3949,conversion,C1,B2
3950,convict,C1,C1
3951,conviction,C1,C1
3952,cooperate,C1,B2
3953,cooperative,C1,B2
3954,coordinate,C1,
3955,coordination,C1,
3956,coordinator,C1,
3957,copper,C1,B2
3958,copyright,C1,B1
3959,correction,C1,B1
3960,correlate,C1,C2
3961,correlation,C1,C2
3962,correspond,C1,B2
3963,correspondence,C1,B2
3964,correspondent,C1,B2
3965,corresponding,C1,B2
3966,corrupt,C1,B2
3967,corruption,C1,B2
3968,costly,C1,B2
3969,councilor,C1,
3970,counseling,C1,B1
3971,counselor,C1,
3972,counterpart,C1,
3973,countless,C1,B1
3974,coup,C1,
3975,courtesy,C1,B2
3976,crawl,C1,B2
3977,creator,C1,B1
3978,credibility,C1,C1
3979,credible,C1,C1
3980,creep,C1,
3981,critique,C1,
3982,crown,C1,A2
3983,crude,C1,C1
3984,crush,C1,B1
3985,crystal,C1,
3986,cult,C1,
3987,cultivate,C1,B1
3988,curiosity,C1,B1
3989,custody,C1,
3990,cutting,C1,
3991,cynical,C1,C1
3992,dam,C1,A2
3993,damaging,C1,
3994,dawn,C1,B2
3995,debris,C1,B1
3996,debut,C1,C1
3997,decision-making,C1,
3998,decisive,C1,B2
3999,declaration,C1,B1
4000,dedicated,C1,
4001,dedication,C1,B2
4002,deed,C1,B1
4003,deem,C1,B2
4004,default,C1,
4005,defect,C1,
4006,defensive,C1,
4007,deficiency,C1,B1
4008,deficit,C1,B2
4009,defy,C1,B2
4010,delegate,C1,B2
4011,delegation,C1,
4012,delicate,C1,B1
4013,demon,C1,
4014,denial,C1,
4015,denounce,C1,C2
4016,dense,C1,B2
4017,density,C1,
4018,dependence,C1,
4019,depict,C1,C1
4020,deploy,C1,
4021,deployment,C1,
4022,deprive,C1,B1
4023,deputy,C1,B2
4024,descend,C1,B2
4025,descent,C1,C1
4026,designate,C1,
4027,desirable,C1,B2
4028,desktop,C1,B2
4029,destructive,C1,B1
4030,detain,C1,
4031,detection,C1,
4032,detention,C1,
4033,deteriorate,C1,
4034,devastate,C1,B1
4035,devil,C1,B2
4036,devise,C1,
4037,diagnose,C1,
4038,diagnosis,C1,
4039,dictate,C1,
4040,dictator,C1,B2
4041,differentiate,C1,
4042,dignity,C1,B2
4043,dilemma,C1,B2
4044,dimension,C1,B2
4045,diminish,C1,C2
4046,dip,C1,B2
4047,diplomat,C1,B2
4048,diplomatic,C1,
4049,directory,C1,
4050,disastrous,C1,B1
4051,discard,C1,C1
4052,discharge,C1,B2
4053,disclose,C1,
4054,disclosure,C1,
4055,discourse,C1,C1
4056,discretion,C1,
4057,discrimination,C1,B1
4058,dismissal,C1,
4059,displace,C1,B2
4060,disposal,C1,B2
4061,dispose,C1,
4062,dispute,C1,B2
4063,disrupt,C1,B2
4064,disruption,C1,
4065,dissolve,C1,B1
4066,distinction,C1,B1
4067,distinctive,C1,
4068,distort,C1,
4069,distress,C1,
4070,disturbing,C1,
4071,divert,C1,B2
4072,divine,C1,B1
4073,doctrine,C1,
4074,documentation,C1,
4075,domain,C1,
4076,dominance,C1,
4077,donor,C1,
4078,dose,C1,B2
4079,drain,C1,B2
4080,drift,C1,
4081,drown,C1,B1
4082,dual,C1,
4083,dub,C1,
4084,dumb,C1,B2
4085,duo,C1,
4086,earnings,C1,B2
4087,ease,C1,B2
4088,echo,C1,C2
4089,ecological,C1,B1
4090,educator,C1,B2
4091,effectiveness,C1,B2
4092,efficiency,C1,B1
4093,ego,C1,C1
4094,elaborate,C1,C1
4095,electoral,C1,
4096,elevate,C1,C1
4097,eligible,C1,B2
4098,elite,C1,B2
4099,embark,C1,C1
4100,embarrassment,C1,B1
4101,embassy,C1,B2
4102,embed,C1,C2
4103,embody,C1,C2
4104,emergence,C1,B2
4105,empirical,C1,
4106,empower,C1,
4107,enact,C1,
4108,encompass,C1,C2
4109,encouragement,C1,B1
4110,encouraging,C1,B1
4111,endeavor,C1,B2
4112,endless,C1,B1
4113,endorse,C1,B2
4114,endorsement,C1,C1
4115,endure,C1,B1
4116,enforce,C1,B2
4117,enforcement,C1,
4118,engagement,C1,B2
4119,engaging,C1,
4120,enrich,C1,B1
4121,enroll,C1,B2
4122,ensue,C1,
4123,enterprise,C1,B2
4124,enthusiast,C1,B1
4125,entitle,C1,B2
4126,entity,C1,
4127,epidemic,C1,
4128,equality,C1,B1
4129,equation,C1,B2
4130,erect,C1,B2
4131,escalate,C1,
4132,essence,C1,B1
4133,establishment,C1,B1
4134,eternal,C1,B1
4135,evacuate,C1,B2
4136,evoke,C1,C1
4137,evolutionary,C1,
4138,exaggerate,C1,B2
4139,excellence,C1,B1
4140,exceptional,C1,B2
4141,excess,C1,B1
4142,exclusion,C1,B2
4143,exclusive,C1,B1
4144,exclusively,C1,B2
4145,execute,C1,B2
4146,execution,C1,B2
4147,exert,C1,C1
4148,exile,C1,B2
4149,expenditure,C1,
4150,experimental,C1,
4151,expire,C1,C1
4152,explicit,C1,
4153,explicitly,C1,
4154,exploitation,C1,C1
4155,explosive,C1,B2
4156,extremist,C1,
4157,facilitate,C1,B2
4158,faction,C1,C1
4159,fade,C1,B1
4160,fairness,C1,
4161,fatal,C1,B2
4162,fate,C1,B2
4163,favorable,C1,B1
4164,feat,C1,B2
4165,felony,C1,
4166,feminist,C1,
4167,fiber,C1,B2
4168,fierce,C1,B2
4169,filmmaker,C1,
4170,filter,C1,B1
4171,firearm,C1,B2
4172,fiscal,C1,B2
4173,flaw,C1,B2
4174,flawed,C1,
4175,flee,C1,B2
4176,fleet,C1,B2
4177,flesh,C1,B2
4178,flexibility,C1,B2
4179,flourish,C1,C1
4180,fluid,C1,B2
4181,footage,C1,
4182,foreigner,C1,A1
4183,forge,C1,
4184,formula,C1,B1
4185,formulate,C1,C1
4186,forth,C1,B1
4187,forthcoming,C1,B2
4188,foster,C1,
4189,fragile,C1,
4190,franchise,C1,
4191,frankly,C1,B2
4192,freshman,C1,B1
4193,frustrated,C1,B1
4194,frustrating,C1,
4195,frustration,C1,B1
4196,functional,C1,B2
4197,fundraising,C1,
4198,funeral,C1,B1
4199,gambling,C1,B2
4200,gathering,C1,
4201,gaze,C1,B2
4202,gear,C1,B2
4203,generic,C1,
4204,genocide,C1,
4205,gig,C1,C1
4206,glance,C1,B1
4207,glimpse,C1,B1
4208,glorious,C1,B1
4209,glory,C1,B1
4210,governance,C1,
4211,grace,C1,A2
4212,grasp,C1,B2
4213,grave,C1,B1
4214,gravity,C1,
4215,grid,C1,
4216,grief,C1,B2
4217,grin,C1,B2
4218,grind,C1,
4219,grip,C1,B2
4220,gross,C1,B2
4221,guerrilla,C1,B2
4222,guidance,C1,B1
4223,guilt,C1,B1
4224,gut,C1,
4225,hail,C1,B2
4226,halfway,C1,
4227,halt,C1,
4228,handful,C1,
4229,handling,C1,
4230,handy,C1,B1
4231,harassment,C1,C1
4232,hardware,C1,B2
4233,harmony,C1,A2
4234,harsh,C1,
4235,harvest,C1,A2
4236,hatred,C1,B1
4237,haunt,C1,B1
4238,hazard,C1,B1
4239,heighten,C1,C1
4240,heritage,C1,B2
4241,hierarchy,C1,
4242,high-profile,C1,
4243,hint,C1,B2
4244,homeland,C1,
4245,hopeful,C1,B1
4246,horizon,C1,B1
4247,horn,C1,B1
4248,hostage,C1,
4249,hostile,C1,C1
4250,hostility,C1,C1
4251,humanitarian,C1,
4252,humanity,C1,B1
4253,humble,C1,B2
4254,hydrogen,C1,
4255,identification,C1,B2
4256,ideological,C1,
4257,ideology,C1,B2
4258,idiot,C1,B2
4259,ignorance,C1,B2
4260,imagery,C1,B2
4261,immense,C1,C1
4262,imminent,C1,
4263,implementation,C1,
4264,imprison,C1,B2
4265,inability,C1,
4266,inadequate,C1,B2
4267,inappropriate,C1,
4268,incarcerate,C1,
4269,incarceration,C1,
4270,incidence,C1,
4271,inclined,C1,
4272,inclusion,C1,C1
4273,incur,C1,B2
4274,indicator,C1,
4275,indictment,C1,
4276,indigenous,C1,
4277,induce,C1,C2
4278,indulge,C1,B2
4279,inequality,C1,
4280,infamous,C1,
4281,infant,C1,B2
4282,infect,C1,B2
4283,inflict,C1,
4284,influential,C1,B2
4285,inherent,C1,C1
4286,inhibit,C1,
4287,initiate,C1,
4288,inject,C1,B1
4289,injection,C1,B2
4290,injustice,C1,C1
4291,inmate,C1,
4292,inquire,C1,B2
4293,insertion,C1,
4294,insider,C1,
4295,inspect,C1,B2
4296,inspection,C1,B1
4297,inspiration,C1,A2
4298,instinct,C1,B2
4299,institutional,C1,
4300,instruct,C1,B2
4301,instrumental,C1,
4302,insufficient,C1,B2
4303,insult,C1,B2
4304,intact,C1,
4305,intake,C1,
4306,integral,C1,C1
4307,integrated,C1,
4308,integration,C1,C2
4309,integrity,C1,
4310,intensify,C1,
4311,intensity,C1,
4312,intensive,C1,B1
4313,intent,C1,B2
4314,interactive,C1,B2
4315,interface,C1,
4316,interfere,C1,B2
4317,interference,C1,
4318,interim,C1,
4319,interior,C1,B2
4320,intermediate,C1,B1
4321,intersection,C1,B2
4322,intervene,C1,
4323,intervention,C1,
4324,intimate,C1,B2
4325,intriguing,C1,
4326,inventory,C1,
4327,investigator,C1,B2
4328,invisible,C1,B2
4329,invoke,C1,B2
4330,involvement,C1,B2
4331,ironic,C1,C2
4332,ironically,C1,B2
4333,irony,C1,C1
4334,irrelevant,C1,
4335,isolation,C1,B1
4336,judicial,C1,
4337,jurisdiction,C1,C1
4338,justification,C1,
4339,keen,C1,B2
4340,kidnap,C1,
4341,kidney,C1,
4342,kingdom,C1,A2
4343,landlord,C1,B1
4344,landmark,C1,
4345,lap,C1,B2
4346,large-scale,C1,
4347,laser,C1,B2
4348,latter,C1,A2
4349,lawmaker,C1,B2
4350,lawn,C1,B2
4351,lawsuit,C1,B2
4352,layout,C1,
4353,leak,C1,B2
4354,leap,C1,B1
4355,legacy,C1,C1
4356,legendary,C1,B2
4357,legislation,C1,B2
4358,legislative,C1,B2
4359,legislature,C1,B2
4360,legitimate,C1,B2
4361,lengthy,C1,B2
4362,lesbian,C1,
4363,lesser,C1,
4364,lethal,C1,
4365,liable,C1,
4366,liberal,C1,B2
4367,liberation,C1,B1
4368,liberty,C1,A2
4369,lifelong,C1,B1
4370,likelihood,C1,C1
4371,limb,C1,B2
4372,linear,C1,C1
4373,lineup,C1,
4374,linger,C1,B2
4375,listing,C1,
4376,liter,C1,A2
4377,literacy,C1,
4378,liver,C1,B1
4379,lobby,C1,B2
4380,log,C1,B1
4381,logic,C1,B1
4382,long-standing,C1,
4383,longtime,C1,
4384,loom,C1,C1
4385,loop,C1,
4386,loyalty,C1,B1
4387,machinery,C1,
4388,magical,C1,B1
4389,magnetic,C1,C1
4390,magnificent,C1,B1
4391,magnitude,C1,
4392,mainland,C1,
4393,mainstream,C1,
4394,maintenance,C1,B1
4395,mandate,C1,
4396,mandatory,C1,
4397,manifest,C1,
4398,manipulate,C1,B2
4399,manipulation,C1,C1
4400,manuscript,C1,
4401,marginal,C1,C1
4402,marine,C1,B1
4403,marketplace,C1,
4404,mask,C1,B2
4405,massacre,C1,B2
4406,mathematical,C1,B2
4407,mature,C1,B2
4408,maximize,C1,
4409,meaningful,C1,B1
4410,meantime,C1,
4411,medieval,C1,B2
4412,meditation,C1,B1
4413,melody,C1,B2
4414,memo,C1,
4415,memoir,C1,
4416,memorial,C1,B2
4417,mentor,C1,B2
4418,merchant,C1,B1
4419,mercy,C1,B2
4420,mere,C1,B1
4421,merely,C1,B1
4422,merge,C1,B2
4423,merger,C1,B2
4424,merit,C1,C2
4425,methodology,C1,C2
4426,midst,C1,B2
4427,migration,C1,B2
4428,militant,C1,
4429,militia,C1,
4430,mill,C1,B2
4431,minimal,C1,
4432,minimize,C1,B1
4433,mining,C1,
4434,ministry,C1,
4435,minute2,C1,
4436,miracle,C1,B1
4437,misery,C1,B1
4438,misleading,C1,B2
4439,missile,C1,B2
4440,mob,C1,
4441,mobile,C1,A1
4442,mobility,C1,B2
4443,mobilize,C1,
4444,moderate,C1,B1
4445,modification,C1,B2
4446,module,C1,
4447,momentum,C1,
4448,monk,C1,B1
4449,monopoly,C1,
4450,morality,C1,B2
4451,motive,C1,B1
4452,municipal,C1,
4453,mutual,C1,B1
4454,namely,C1,
4455,nationwide,C1,B2
4456,naval,C1,B2
4457,neglect,C1,B2
4458,neighboring,C1,B2
4459,nest,C1,
4460,newsletter,C1,
4461,niche,C1,C1
4462,noble,C1,B2
4463,nod,C1,B1
4464,nominate,C1,
4465,nomination,C1,B2
4466,nominee,C1,B2
4467,nonetheless,C1,B1
4468,nonprofit,C1,
4469,nonsense,C1,B1
4470,noon,C1,A2
4471,notable,C1,C1
4472,notably,C1,
4473,notify,C1,
4474,notorious,C1,B1
4475,nursery,C1,B2
4476,objection,C1,B1
4477,oblige,C1,C1
4478,obsess,C1,B2
4479,obsession,C1,B2
4480,occasional,C1,B1
4481,occurrence,C1,
4482,odds,C1,
4483,offering,C1,
4484,offspring,C1,C1
4485,operational,C1,
4486,opt,C1,
4487,optical,C1,
4488,optimism,C1,B2
4489,oral,C1,B1
4490,organizational,C1,C1
4491,orientation,C1,
4492,originate,C1,B2
4493,outbreak,C1,B2
4494,outing,C1,B2
4495,outlet,C1,B2
4496,outlook,C1,B2
4497,outrage,C1,B2
4498,outsider,C1,B2
4499,overlook,C1,B2
4500,overly,C1,B2
4501,oversee,C1,C1
4502,overturn,C1,B2
4503,overwhelm,C1,B1
4504,overwhelming,C1,B1
4505,pad,C1,B2
4506,parameter,C1,C2
4507,parental,C1,B1
4508,parliament,C1,B2
4509,partial,C1,B1
4510,partially,C1,
4511,passing,C1,
4512,passive,C1,B1
4513,pastor,C1,B2
4514,patent,C1,
4515,pathway,C1,
4516,patrol,C1,B1
4517,patron,C1,B2
4518,peak,C1,B2
4519,peasant,C1,C1
4520,peculiar,C1,B1
4521,pension1,C1,
4522,persist,C1,B2
4523,persistent,C1,B2
4524,personnel,C1,B2
4525,petition,C1,
4526,philosopher,C1,B1
4527,philosophical,C1,B2
4528,pioneer,C1,C1
4529,pipeline,C1,
4530,pirate,C1,B2
4531,pit,C1,B1
4532,plea,C1,
4533,plead,C1,B2
4534,pledge,C1,
4535,plug,C1,B1
4536,plunge,C1,C1
4537,pole,C1,B1
4538,poll,C1,
4539,pond,C1,B1
4540,portfolio,C1,
4541,portray,C1,C1
4542,postpone,C1,B2
4543,postwar,C1,
4544,practitioner,C1,C2
4545,preach,C1,C1
4546,precedent,C1,
4547,precision,C1,C1
4548,predator,C1,
4549,predecessor,C1,C1
4550,predominantly,C1,
4551,pregnancy,C1,
4552,prejudice,C1,B1
4553,preliminary,C1,B2
4554,premier,C1,C1
4555,premise,C1,C1
4556,premium,C1,
4557,prescribe,C1,B2
4558,prescription,C1,B1
4559,presently,C1,
4560,preservation,C1,B1
4561,preside,C1,
4562,presidency,C1,B2
4563,prestigious,C1,B2
4564,presumably,C1,B2
4565,presume,C1,
4566,prevail,C1,B2
4567,prevalence,C1,
4568,prevention,C1,B2
4569,prey,C1,
4570,privatization,C1,
4571,privilege,C1,B2
4572,probe,C1,B2
4573,problematic,C1,
4574,proceeding,C1,
4575,proceeds,C1,
4576,processing,C1,
4577,processor,C1,
4578,proclaim,C1,B1
4579,productive,C1,B1
4580,productivity,C1,
4581,profitable,C1,B2
4582,profound,C1,C1
4583,projection,C1,B2
4584,prominent,C1,B1
4585,pronounced,C1,
4586,propaganda,C1,
4587,proposition,C1,C2
4588,prosecute,C1,B2
4589,prosecution,C1,
4590,prosecutor,C1,
4591,prospective,C1,C1
4592,prosperity,C1,B1
4593,protective,C1,B1
4594,protocol,C1,
4595,province,C1,B2
4596,provincial,C1,C2
4597,provision,C1,B2
4598,provoke,C1,C1
4599,psychiatric,C1,C1
4600,pulse,C1,B2
4601,pump,C1,B1
4602,punch,C1,B2
4603,query,C1,B2
4604,quest,C1,C1
4605,quota,C1,
4606,radar,C1,B2
4607,radical,C1,B2
4608,rage,C1,B1
4609,raid,C1,
4610,rally,C1,B2
4611,ranking,C1,
4612,rape,C1,B2
4613,ratio,C1,
4614,rational,C1,B1
4615,ray,C1,A2
4616,readily,C1,B2
4617,realization,C1,B2
4618,realm,C1,
4619,rear,C1,B2
4620,reasoning,C1,
4621,reassure,C1,C1
4622,rebel,C1,B2
4623,rebellion,C1,
4624,recipient,C1,
4625,reconstruction,C1,
4626,recount1,C1,
4627,recruitment,C1,
4628,referendum,C1,
4629,reflection,C1,B1
4630,reform,C1,B2
4631,refuge,C1,B2
4632,refusal,C1,B1
4633,regain,C1,B1
4634,regardless,C1,B2
4635,regime,C1,B2
4636,regulator,C1,
4637,regulatory,C1,C2
4638,rehabilitation,C1,
4639,reign,C1,
4640,rejection,C1,B2
4641,relevance,C1,
4642,reliability,C1,
4643,reluctant,C1,B2
4644,remainder,C1,B1
4645,remains,C1,B2
4646,remedy,C1,B1
4647,reminder,C1,B2
4648,removal,C1,
4649,render,C1,C1
4650,renew,C1,B1
4651,renowned,C1,
4652,replacement,C1,B2
4653,reportedly,C1,
4654,representation,C1,
4655,reproduce,C1,B1
4656,reproduction,C1,
