,Word,CEFR_o,CEFR_j
4657,republic,C1,B1
4658,resemble,C1,B1
4659,reside,C1,
4660,residence,C1,B2
4661,residential,C1,B1
4662,residue,C1,C2
4663,resignation,C1,B2
4664,resistance,C1,B2
4665,respective,C1,
4666,respectively,C1,
4667,restoration,C1,C1
4668,restraint,C1,
4669,resume,C1,B2
4670,retreat,C1,B2
4671,retrieve,C1,B2
4672,revelation,C1,B2
4673,revenge,C1,B2
4674,reverse,C1,B2
4675,revival,C1,B2
4676,revive,C1,B2
4677,revolutionary,C1,B2
4678,rhetoric,C1,C2
4679,rifle,C1,
4680,riot,C1,
4681,rip,C1,B2
4682,ritual,C1,B2
4683,robust,C1,C1
4684,rod,C1,
4685,rookie,C1,
4686,roster,C1,
4687,rotate,C1,C1
4688,rotation,C1,
4689,ruling,C1,
4690,rumor,C1,A2
4691,sacred,C1,B1
4692,sacrifice,C1,C1
4693,saint,C1,
4694,sake,C1,A2
4695,sanction,C1,
4696,scattered,C1,
4697,scope,C1,B1
4698,screw,C1,A2
4699,scrutiny,C1,C1
4700,seal,C1,B2
4701,secondly,C1,B2
4702,secular,C1,C2
4703,seemingly,C1,
4704,segment,C1,B2
4705,seize,C1,B1
4706,seldom,C1,B2
4707,selective,C1,
4708,sensation,C1,B1
4709,sensitivity,C1,
4710,sentiment,C1,C1
4711,separation,C1,B1
4712,serial,C1,B2
4713,settlement,C1,B1
4714,setup,C1,
4715,sexuality,C1,
4716,shareholder,C1,
4717,shatter,C1,B2
4718,shed,C1,B2
4719,sheer,C1,B1
4720,shipping,C1,B2
4721,shrink,C1,B2
4722,shrug,C1,B2
4723,sigh,C1,B1
4724,simulate,C1,
4725,simulation,C1,
4726,simultaneously,C1,B1
4727,sin,C1,
4728,situated,C1,
4729,skeptical,C1,
4730,sketch,C1,B2
4731,skip,C1,B2
4732,slam,C1,B2
4733,slap,C1,B2
4734,slash,C1,B2
4735,slavery,C1,B1
4736,slot,C1,B1
4737,smash,C1,B2
4738,snap,C1,B2
4739,soak,C1,B2
4740,soar,C1,B2
4741,socialist,C1,
4742,sole,C1,
4743,solely,C1,
4744,solidarity,C1,
4745,solo,C1,B2
4746,sophomore,C1,B1
4747,sovereignty,C1,
4748,spam,C1,
4749,span,C1,B2
4750,spark,C1,B2
4751,specialized,C1,
4752,specification,C1,C1
4753,specimen,C1,C1
4754,spectacle,C1,B2
4755,spectrum,C1,
4756,sphere,C1,B1
4757,spin,C1,B2
4758,spine,C1,
4759,spotlight,C1,
4760,spouse,C1,
4761,spy,C1,A1
4762,squad,C1,B2
4763,squeeze,C1,B2
4764,stab,C1,B2
4765,stability,C1,B2
4766,stabilize,C1,C2
4767,stake,C1,B2
4768,standing,C1,C2
4769,stark,C1,
4770,statistical,C1,
4771,steer,C1,B2
4772,stem,C1,B1
4773,stereotype,C1,B2
4774,stimulus,C1,
4775,stir,C1,B1
4776,storage,C1,B1
4777,straightforward,C1,B2
4778,strain,C1,B1
4779,strand,C1,B2
4780,strategic,C1,B1
4781,striking,C1,B2
4782,strip,C1,B1
4783,strive,C1,B2
4784,structural,C1,C1
4785,stumble,C1,B1
4786,stun,C1,B1
4787,submission,C1,
4788,subscriber,C1,
4789,subscription,C1,
4790,subsidy,C1,C2
4791,substantial,C1,B1
4792,substantially,C1,C1
4793,substitute,C1,B1
4794,substitution,C1,
4795,subtle,C1,B2
4796,suburban,C1,C1
4797,succession,C1,C1
4798,successive,C1,B2
4799,successor,C1,
4800,suck,C1,B2
4801,sue,C1,B2
4802,suicide,C1,B1
4803,suite,C1,
4804,summit,C1,B1
4805,superb,C1,B2
4806,superintendent,C1,B2
4807,superior,C1,B1
4808,supervise,C1,B2
4809,supervision,C1,B2
4810,supervisor,C1,B2
4811,supplement,C1,B2
4812,supportive,C1,B1
4813,supposedly,C1,B1
4814,suppress,C1,B2
4815,supreme,C1,
4816,surge,C1,B2
4817,surgical,C1,
4818,surplus,C1,
4819,surrender,C1,B2
4820,surveillance,C1,B2
4821,suspension,C1,C1
4822,suspicion,C1,B1
4823,suspicious,C1,B2
4824,sustain,C1,B2
4825,swing,C1,B2
4826,sword,C1,B1
4827,symbolic,C1,B2
4828,syndrome,C1,B1
4829,synthesis,C1,C2
4830,systematic,C1,B1
4831,tactic,C1,C2
4832,tactical,C1,C2
4833,taxpayer,C1,
4834,tempt,C1,B1
4835,tenant,C1,
4836,tender,C1,B2
4837,tenure,C1,
4838,terminate,C1,
4839,terrain,C1,C1
4840,terrific,C1,B1
4841,testify,C1,B2
4842,testimony,C1,B2
4843,texture,C1,
4844,thankfully,C1,
4845,theatrical,C1,
4846,theology,C1,
4847,theoretical,C1,
4848,thereafter,C1,B2
4849,thereby,C1,C1
4850,thoughtful,C1,B2
4851,thought-provoking,C1,
4852,thread,C1,B2
4853,threshold,C1,
4854,thrilled,C1,B2
4855,thrive,C1,
4856,tide,C1,B1
4857,tighten,C1,B1
4858,timber,C1,
4859,timely,C1,B1
4860,tobacco,C1,B1
4861,tolerance,C1,
4862,tolerate,C1,B2
4863,toll,C1,B2
4864,torture,C1,B2
4865,toss,C1,B1
4866,toxic,C1,B2
4867,trademark,C1,
4868,trail,C1,B1
4869,trailer,C1,B2
4870,transaction,C1,
4871,transcript,C1,B2
4872,transformation,C1,B1
4873,transit,C1,C1
4874,transmission,C1,B2
4875,transparency,C1,
4876,transparent,C1,B2
4877,trauma,C1,C1
4878,treaty,C1,B2
4879,tremendous,C1,B1
4880,tribal,C1,
4881,tribute,C1,
4882,trio,C1,B2
4883,triumph,C1,B1
4884,trophy,C1,B2
4885,troubled,C1,
4886,trustee,C1,
4887,tuition,C1,B2
4888,tumor,C1,B2
4889,turnout,C1,
4890,turnover,C1,
4891,twist,C1,B1
4892,unconstitutional,C1,
4893,undergraduate,C1,B2
4894,underlying,C1,
4895,undermine,C1,
4896,undoubtedly,C1,B2
4897,unify,C1,B1
4898,unprecedented,C1,
4899,unveil,C1,
4900,upcoming,C1,
4901,upgrade,C1,B2
4902,uphold,C1,
4903,utility,C1,B2
4904,utilize,C1,B2
4905,utterly,C1,B2
4906,vacuum,C1,
4907,vague,C1,B1
4908,validity,C1,
4909,vanish,C1,B2
4910,variable,C1,
4911,varied,C1,B2
4912,vein,C1,B1
4913,venture,C1,B2
4914,verbal,C1,B2
4915,verdict,C1,C1
4916,verify,C1,
4917,verse,C1,B2
4918,versus,C1,B2
4919,vessel,C1,B1
4920,veteran,C1,B2
4921,viable,C1,
4922,vibrant,C1,
4923,vice,C1,B1
4924,vicious,C1,C1
4925,violate,C1,B2
4926,violation,C1,
4927,virtue,C1,B2
4928,vocal,C1,
4929,vow,C1,B2
4930,vulnerability,C1,
4931,vulnerable,C1,
4932,ward,C1,B1
4933,warehouse,C1,
4934,warfare,C1,
4935,warrant,C1,
4936,warrior,C1,B1
4937,weaken,C1,B2
4938,weave,C1,B2
4939,weed,C1,B2
4940,well-being,C1,
4941,whatsoever,C1,
4942,whereby,C1,
4943,whip,C1,B2
4944,wholly,C1,C2
4945,widen,C1,B2
4946,widow,C1,B2
4947,width,C1,B2
4948,willingness,C1,B1
4949,wipe,C1,B2
4950,wit,C1,B2
4951,withdrawal,C1,B2
4952,workout,C1,B1
4953,worship,C1,B2
4954,worthwhile,C1,B1
4955,worthy,C1,B1
4956,yell,C1,B1
4957,yield,C1,B2
4958,tiger,,A1
4959,Thursday,,A1
4960,glasses,,A1
4961,good afternoon,,A1
4962,good night,,A1
4963,picnic,,A1
4964,good morning,,A1
4965,pizza,,A1
4966,CD player,,A1
4967,CD,,A1
4968,those,,A1
4969,Friday,,A1
4970,close,,A1
4971,cloudy,,A1
4972,coke,,A1
4973,cinema,,A1
4974,these,,A1
4975,the,,A1
4976,classmate,,A1
4977,has,,A1
4978,have to,,A1
4979,pardon,,A1
4980,hamburger,,A1
4981,underline,,A1
4982,handsome,,A1
4983,bookstore,,A1
4984,can,,A1
4985,trousers,,A1
4986,grammar,,A1
4987,grandma,,A1
4988,grandpa,,A1
4989,grape,,A1
4990,TV,,A1
4991,haircut,,A1
4992,bucket,,A1
4993,had,,A1
4994,burger,,A1
4995,turkey,,A1
4996,butterfly,,A1
4997,Tuesday,,A1
4998,sofa,,A1
4999,'s,,A1
5000,snowy,,A1
5001,smith,,A1
5002,saw,,A1
5003,Saturday,,A1
5004,ring,,A1
5005,daddy,,A1
5006,December,,A1
5007,ruler,,A1
5008,row,,A1
5009,doing,,A1
5010,doll,,A1
5011,dining room,,A1
5012,does,,A1
5013,live,,A1
5014,do,,A1
5015,September,,A1
5016,DVD,,A1
5017,each other,,A1
5018,second,,A1
5019,did,,A1
5020,ribbon,,A1
5021,rabbit,,A1
5022,surf,,A1
5023,sunshine,,A1
5024,rainy,,A1
5025,Sunday,,A1
5026,sunny,,A1
5027,February,,A1
5028,foggy,,A1
5029,swimming pool,,A1
5030,credit card,,A1
5031,fairy,,A1
5032,'re,,A1
5033,couch,,A1
5034,is,,A1
5035,wind,,A1
5036,mum,,A1
5037,nationality,,A1
5038,grey,,A1
5039,March,,A1
5040,were,,A1
5041,maths,,A1
5042,Wednesday,,A1
5043,August,,A1
5044,Internet,,A1
5045,jewellery,,A1
5046,awake,,A1
5047,aeroplane,,A1
5048,airplane,,A1
5049,AM,,A1
5050,am,,A1
5051,A.M.,,A1
5052,kite,,A1
5053,Dr.,,A1
5054,zoo,,A1
5055,a.m.,,A1
5056,colour,,A1
5057,an,,A1
5058,merry,,A1
5059,June,,A1
5060,café,,A1
5061,July,,A1
5062,April,,A1
5063,apron,,A1
5064,mobile phone,,A1
5065,May,,A1
5066,are,,A1
5067,interviewer,,A1
5068,favourite,,A1
5069,E-mail,,A1
5070,Monday,,A1
5071,e-mail,,A1
5072,January,,A1
5073,Dr,,A1
5074,last name,,A1
5075,Miss,,A1
5076,minute,,A1
5077,all right,,A1
5078,lovely,,A1
5079,waitress,,A1
5080,PM,,A1
5081,Olympics,,A1
5082,programme,,A1
5083,practise,,A1
5084,volleyball,,A1
5085,pm,,A1
5086,ice cream,,A1
5087,P.M.,,A1
5088,p.m.,,A1
5089,I,,A1
5090,theatre,,A1
5091,hometown,,A1
5092,living room,,A1
5093,vase,,A1
5094,yoghurt,,A1
5095,yogurt,,A1
5096,T-shirt,,A1
5097,tee-shirt,,A1
5098,lily,,A1
5099,long,,A1
5100,biscuit,,A1
5101,'m,,A1
5102,Mr,,A1
5103,was,,A1
5104,Mr.,,A1
5105,mommie,,A1
5106,mommy,,A1
5107,okay,,A1
5108,OK,,A1
5109,o'clock,,A1
5110,Mrs,,A1
5111,neighbour,,A1
5112,Mrs.,,A1
5113,November,,A1
5114,October,,A1
5115,scissors,,A2
5116,kindly,,A2
5117,sandy,,A2
5118,done,,A2
5119,main course,,A2
5120,sausage,,A2
5121,scarf,,A2
5122,schoolchild,,A2
5123,sew,,A2
5124,scenery,,A2
5125,melon,,A2
5126,dizzy,,A2
5127,schoolwork,,A2
5128,lemonade,,A2
5129,shampoo,,A2
5130,earring,,A2
5131,drawer,,A2
5132,lover,,A2
5133,endangered,,A2
5134,drugstore,,A2
5135,lunchtime,,A2
5136,roast,,A2
5137,robin,,A2
5138,energetic,,A2
5139,seafood,,A2
5140,rugby,,A2
5141,laziness,,A2
5142,luckily,,A2
5143,lie,,A2
5144,seaside,,A2
5145,drill,,A2
5146,roundabout,,A2
5147,lead,,A2
5148,learner,,A2
5149,reunion,,A2
5150,envy,,A2
5151,semester,,A2
5152,left-hand,,A2
5153,escalator,,A2
5154,duck,,A2
5155,maker,,A2
5156,last,,A2
5157,max,,A2
5158,right-hand,,A2
5159,make-up,,A2
5160,out of,,A2
5161,noun,,A2
5162,importantly,,A2
5163,physically,,A2
5164,good-looking,,A2
5165,pilgrim,,A2
5166,grandchild,,A2
5167,perfume,,A2
5168,greedy,,A2
5169,oak,,A2
5170,petrol station,,A2
5171,granny,,A2
5172,grandson,,A2
5173,granddaughter,,A2
5174,granddad,,A2
5175,grilled,,A2
5176,pleasing,,A2
5177,inexpensive,,A2
5178,plural,,A2
5179,plus,,A2
5180,police officer,,A2
5181,police station,,A2
5182,policewoman,,A2
5183,garlic,,A2
5184,playful,,A2
5185,no one,,A2
5186,next to,,A2
5187,given,,A2
5188,playground,,A2
5189,pacific,,A2
5190,headteacher,,A2
5191,headphone,,A2
5192,pal,,A2
5193,hug,,A2
5194,hiking,,A2
5195,hike,,A2
5196,high school,,A2
5197,orphan,,A2
5198,overweight,,A2
5199,pasta,,A2
5200,guidebook,,A2
5201,PC,,A2
5202,pea,,A2
5203,pear,,A2
5204,pence,,A2
5205,ID,,A2
5206,ID card,,A2
5207,grocery store,,A2
5208,olive oil,,A2
5209,hunter,,A2
5210,handicapped,,A2
5211,handbag,,A2
5212,ham,,A2
5213,half-price,,A2
5214,Olympic,,A2
5215,mineral water,,A2
5216,fighter,,A2
5217,quiz,,A2
5218,jelly,,A2
5219,punctuation,,A2
5220,pronunciation,,A2
5221,flea,,A2
5222,fisherman,,A2
5223,first name,,A2
5224,IT,,A2
5225,racket,,A2
5226,junk,,A2
5227,killer,,A2
5228,kilo,,A2
5229,receptionist,,A2
5230,raincoat,,A2
5231,rap,,A2
5232,fast food,,A2
5233,midday,,A2
5234,mushroom,,A2
5235,mug,,A2
5236,MP3 player,,A2
5237,motorway,,A2
5238,post office,,A2
5239,pollute,,A2
5240,napkin,,A2
5241,fried,,A2
5242,fridge,,A2
5243,footballer,,A2
5244,pro,,A2
5245,folder,,A2
5246,fog,,A2
5247,frank,,A2
5248,petrol,,A2
5249,symphony,,A2
5250,table tennis,,A2
5251,tablespoon,,A2
5252,wheelchair,,A2
5253,swimsuit,,A2
5254,atom,,A2
5255,sweat,,A2
5256,sweetheart,,A2
5257,swimming costume,,A2
5258,astronaut,,A2
5259,weekday,,A2
5260,comb,,A2
5261,web page,,A2
5262,cola,,A2
5263,banking,,A2
5264,barbecue,,A2
5265,barber,,A2
5266,balcony,,A2
5267,well-known,,A2
5268,tear,,A2
5269,badminton,,A2
5270,weep,,A2
5271,armchair,,A2
5272,cooler,,A2
5273,cooker,,A2
5274,sunglasses,,A2
5275,sunlight,,A2
5276,superlative,,A2
5277,supper,,A2
5278,surfing,,A2
5279,windy,,A2
5280,surname,,A2
5281,sunflower,,A2
5282,suitcase,,A2
5283,text message,,A2
5284,calendar,,A2
5285,cafeteria,,A2
5286,cab,,A2
5287,verb,,A2
5288,businesswoman,,A2
5289,bus stop,,A2
5290,bus station,,A2
5291,blonde,,A2
5292,violin,,A2
5293,traffic light,,A2
5294,car park,,A2
5295,bloom,,A2
5296,tram,,A2
5297,capital letter,,A2
5298,video game,,A2
5299,blackboard,,A2
5300,unhealthy,,A2
5301,unimportant,,A2
5302,brake,,A2
5303,brainstorm,,A2
5304,bra,,A2
5305,bookshop,,A2
5306,unforgettable,,A2
5307,bookshelf,,A2
5308,board game,,A2
5309,bulb,,A2
5310,boiled,,A2
5311,uncertain,,A2
5312,underwater,,A2
5313,uneasy,,A2
5314,bookcase,,A2
5315,breeze,,A2
5316,chirp,,A2
5317,chin,,A2
5318,chimpanzee,,A2
5319,batch,,A2
5320,chess,,A2
5321,cheque,,A2
5322,thunderstorm,,A2
5323,tidy,,A2
5324,washing machine,,A2
5325,clown,,A2
5326,clone,,A2
5327,climbing,,A2
5328,cleaner,,A2
5329,washing-up,,A2
5330,classical music,,A2
5331,cereal,,A2
5332,toothache,,A2
5333,vocabulary,,A2
5334,cassette,,A2
5335,tour guide,,A2
5336,toothbrush,,A2
5337,toast,,A2
5338,wallet,,A2
5339,tights,,A2
5340,been,,A2
5341,beginner,,A2
5342,timetable,,A2
5343,walking,,A2
5344,champagne,,A2
5345,belly,,A2
5346,superstar,,A2
5347,snowboarding,,A2
5348,snack,,A2
5349,soda,,A2
5350,soft drink,,A2
5351,softly,,A2
5352,smoothly,,A2
5353,marvelous,,A2
5354,slim,,A2
5355,litre,,A2
5356,department store,,A2
5357,licence,,A2
5358,labour,,A2
5359,kilometre,,A2
5360,kilogramme,,A2
5361,kilogram,,A2
5362,marvellous,,A2
5363,honour,,A2
5364,spaceship,,A2
5365,spaghetti,,A2
5366,favour,,A2
5367,aisle,,A2
5368,alarm clock,,A2
5369,cycling,,A2
5370,driving licence,,A2
5371,daylight,,A2
5372,hiphop,,A2
5373,hip-hop,,A2
5374,hip hop,,A2
5375,gramme,,A2
5376,gram,,A2
5377,someday,,A2
5378,sleepy,,A2
5379,pen friend,,A2
5380,penfriend,,A2
5381,dinosaur,,A2
5382,sightseeing,,A2
5383,organised,,A2
5384,organise,,A2
5385,realise,,A2
5386,disco,,A2
5387,traveller,,A2
5388,towards,,A2
5389,sports centre,,A2
5390,sports center,,A2
5391,shorts,,A2
5392,rumour,,A2
5393,shop assistant,,A2
5394,sleepless,,A2
5395,singular,,A2
5396,sitting room,,A2
5397,Ms.,,A2
5398,skate,,A2
5399,skating,,A2
5400,metre,,A2
5401,adjective,,A2
5402,skateboarding,,A2
5403,silently,,A2
5404,omelette,,A2
5405,omelet,,A2
5406,Ms,,A2
5407,developed,,A2
5408,digital camera,,A2
5409,splash,,A2
5410,colourful,,A2
5411,alright,,A2
5412,chilli,,A2
5413,chili,,A2
5414,curry,,A2
5415,crisp,,A2
5416,stomachache,,A2
5417,curse,,A2
5418,angrily,,A2
5419,apologise,,A2
5420,cricket,,A2
5421,centre,,A2
5422,criticise,,A2
5423,behaviour,,A2
5424,centimeter,,A2
5425,amusement,,A2
5426,centimetre,,A2
5427,steak,,A2
5428,driver's license,,A2
5429,amused,,A2
5430,orbit,,B1
5431,organisation,,B1
5432,mixing bowl,,B1
5433,vice president,,B1
5434,video clip,,B1
5435,on to,,B1
5436,oppress,,B1
5437,oppression,,B1
5438,categorize,,B1
5439,luggage,,B1
5440,modem,,B1
5441,messy,,B1
5442,vowel,,B1
5443,voyage,,B1
5444,wagon,,B1
5445,modal,,B1
5446,modal verb,,B1
5447,minimise,,B1
5448,worn,,B1
5449,characterise,,B1
5450,volcano,,B1
5451,oneself,,B1
5452,vividly,,B1
5453,violently,,B1
5454,moisture,,B1
5455,molecule,,B1
5456,neighbourhood,,B1
5457,onstage,,B1
5458,categorise,,B1
5459,visually,,B1
5460,vivid,,B1
5461,message board,,B1
5462,paralyse,,B1
5463,orderly,,B1
5464,overjoyed,,B1
5465,uplifted,,B1
5466,upload,,B1
5467,middle-aged,,B1
5468,specialise,,B1
5469,analyse,,B1
5470,outweigh,,B1
5471,up-to-date,,B1
5472,outward,,B1
5473,recognise,,B1
5474,lorry,,B1
5475,unwell,,B1
5476,unwanted,,B1
5477,acknowledgement,,B1
5478,unpredictable,,B1
5479,adviser,,B1
5480,unrelated,,B1
5481,untidy,,B1
5482,yoga,,B1
5483,advisor,,B1
5484,loaf,,B1
5485,owing,,B1
5486,unusually,,B1
5487,take-off,,B1
5488,overwork,,B1
5489,takeoff,,B1
5490,lodge,,B1
5491,summarise,,B1
5492,mislead,,B1
5493,wristwatch,,B1
5494,loudspeaker,,B1
5495,vegetarian,,B1
5496,paralyze,,B1
5497,wrapping,,B1
5498,misty,,B1
5499,vet,,B1
5500,organism,,B1
5501,misunderstanding,,B1
5502,lovingly,,B1
5503,used to,,B1
5504,out-of-date,,B1
5505,outlaw,,B1
5506,minus,,B1
5507,vacancy,,B1
5508,vain,,B1
5509,mischief,,B1
5510,per cent,,B1
5511,ought to,,B1
5512,memorise,,B1
5513,nightlife,,B1
5514,mathematician,,B1
5515,niece,,B1
5516,windscreen,,B1
5517,nickname,,B1
5518,flavour,,B1
5519,next-door,,B1
5520,meditate,,B1
5521,westward,,B1
5522,next door,,B1
5523,mule,,B1
5524,wetland,,B1
5525,whale,,B1
5526,disk jockey,,B1
5527,favourable,,B1
5528,newcomer,,B1
5529,wildly,,B1
5530,well-dressed,,B1
5531,windsurfing,,B1
5532,harbour,,B1
5533,northeast,,B1
5534,mourn,,B1
5535,webcam,,B1
5536,defence,,B1
5537,mash,,B1
5538,dialog,,B1
5539,noisily,,B1
5540,Mediterranean,,B1
5541,disc jockey,,B1
5542,newborn,,B1
5543,whichever,,B1
5544,easy-going,,B1
5545,nationalist,,B1
5546,easygoing,,B1
5547,narrate,,B1
5548,whistle,,B1
5549,nap,,B1
5550,mustard,,B1
5551,navy blue,,B1
5552,murderer,,B1
5553,ness,,B1
5554,nervousness,,B1
5555,nephew,,B1
5556,marked,,B1
5557,disc,,B1
5558,nectar,,B1
5559,necklace,,B1
5560,encyclopaedia,,B1
5561,encyclopedia,,B1
5562,northeastern,,B1
5563,warranty,,B1
5564,check-in desk,,B1
5565,check-in,,B1
5566,civilisation,,B1
5567,motherland,,B1
5568,judgement,,B1
5569,washbowl,,B1
5570,moss,,B1
5571,magician,,B1
5572,oily,,B1
5573,memorize,,B1
5574,officially,,B1
5575,mentally,,B1
5576,check-in counter,,B1
5577,mailbox,,B1
5578,mend,,B1
5579,wardrobe,,B1
5580,warmly,,B1
5581,warmth,,B1
5582,counselling,,B1
5583,waterfall,,B1
5584,unpack,,B1
5585,wither,,B1
5586,acknowledgment,,B1
5587,noticeable,,B1
5588,wax,,B1
5589,enquiry,,B1
5590,humour,,B1
5591,weather forecast,,B1
5592,northwestern,,B1
5593,northwest,,B1
5594,mountaintop,,B1
5595,motto,,B1
5596,wasteful,,B1
5597,nutrient,,B1
5598,gaol,,B1
5599,mankind,,B1
5600,instal,,B1
5601,wizard,,B1
5602,motionless,,B1
5603,nucleus,,B1
5604,nutritious,,B1
5605,maple,,B1
5606,marble,,B1
5607,connexion,,B1
5608,noticeboard,,B1
5609,unlucky,,B1
5610,repay,,B1
5611,repeatedly,,B1
5612,sticker,,B1
5613,remote control,,B1
5614,remembrance,,B1
5615,storyteller,,B1
5616,stormy,,B1
5617,retell,,B1
5618,retrospect,,B1
5619,reunification,,B1
5620,reunify,,B1
5621,sportsmanship,,B1
5622,rewrite,,B1
5623,sports,,B1
5624,riddle,,B1
5625,strangely,,B1
5626,respectable,,B1
5627,sponge,,B1
5628,ration,,B1
5629,razor,,B1
5630,submarine,,B1
5631,subconscious,,B1
5632,stylish,,B1
5633,stuffed,,B1
5634,rearrange,,B1
5635,suffix,,B1
5636,raspberry,,B1
5637,sunset,,B1
5638,sunrise,,B1
5639,railway,,B1
5640,sundial,,B1
5641,sunbathe,,B1
5642,rainforest,,B1
5643,rainfall,,B1
5644,stuck,,B1
5645,refreshments,,B1
5646,refund,,B1
5647,refuse,,B1
5648,regarding,,B1
5649,strawberry,,B1
5650,straw,,B1
5651,stressed,,B1
5652,stubborn,,B1
5653,stripe,,B1
5654,recite,,B1
5655,reclaim,,B1
5656,reef,,B1
5657,stricken,,B1
5658,recycled,,B1
5659,recycling,,B1
5660,stressful,,B1
5661,seawater,,B1
5662,seaweed,,B1
5663,secondary school,,B1
5664,second-hand,,B1
5665,secretly,,B1
5666,signpost,,B1
5667,simplify,,B1
5668,schoolmate,,B1
5669,schoolteacher,,B1
5670,skyscraper,,B1
5671,science fiction,,B1
5672,scold,,B1
5673,skeleton,,B1
5674,shiver,,B1
5675,shadowy,,B1
5676,shameful,,B1
5677,sheriff,,B1
5678,shave,,B1
5679,sickness,,B1
5680,selfish,,B1
5681,self-service,,B1
5682,shrimp,,B1
5683,shopper,,B1
5684,server,,B1
5685,sleeve,,B1
5686,southwest,,B1
5687,rotten,,B1
5688,southeast,,B1
5689,souvenir,,B1
5690,rubbish,,B1
5691,rudely,,B1
5692,sour,,B1
5693,runaway,,B1
5694,sorrow,,B1
5695,sore,,B1
5696,runway,,B1
5697,spiral,,B1
5698,spinach,,B1
5699,ripe,,B1
5700,sparkle,,B1
5701,roadside,,B1
5702,rolling,,B1
5703,specially,,B1
5704,superstition,,B1
5705,sneeze,,B1
5706,saucepan,,B1
5707,saucer,,B1
5708,smoker,,B1
5709,scatter,,B1
5710,scenic,,B1
5711,soothe,,B1
5712,snowboard,,B1
5713,someplace,,B1
5714,sadness,,B1
5715,safari,,B1
5716,safeguard,,B1
5717,safely,,B1
5718,salesman,,B1
5719,salmon,,B1
5720,socially,,B1
5721,social networking,,B1
5722,soap opera,,B1
5723,snowstorm,,B1
5724,sandal,,B1
5725,photocopy,,B1
5726,tracksuit,,B1
5727,phrasal verb,,B1
5728,pie,,B1
5729,tornado,,B1
5730,traditionally,,B1
5731,traffic jam,,B1
5732,phoenix,,B1
5733,travel agent,,B1
5734,persuasive,,B1
5735,toothpaste,,B1
5736,phantom,,B1
5737,transitional,,B1
5738,pillow,,B1
5739,pineapple,,B1
5740,pocket money,,B1
5741,tick,,B1
5742,thunderous,,B1
5743,thunder,,B1
5744,politely,,B1
5745,thump,,B1
5746,tightly,,B1
5747,tiring,,B1
5748,tin,,B1
5749,pleasantly,,B1
5750,tile,,B1
5751,tremble,,B1
5752,unfit,,B1
5753,unfairly,,B1
5754,unexpectedly,,B1
5755,parrot,,B1
5756,undress,,B1
5757,participle,,B1
5758,undo,,B1
5759,underpants,,B1
5760,underneath,,B1
5761,packing,,B1
5762,paddle,,B1
5763,paid,,B1
5764,parcel,,B1
5765,uninteresting,,B1
5766,uninterested,,B1
5767,unheard,,B1
5768,parachute,,B1
5769,paradise,,B1
5770,unfriendly,,B1
5771,pollutant,,B1
5772,uncover,,B1
5773,tuna,,B1
5774,tumble,,B1
5775,peanut,,B1
5776,trustworthy,,B1
5777,trumpet,,B1
5778,penniless,,B1
5779,trim,,B1
5780,performer,,B1
5781,underage,,B1
5782,turning,,B1
5783,uncontrollable,,B1
5784,unclear,,B1
5785,unbelievable,,B1
5786,unafraid,,B1
5787,turbulence,,B1
5788,turtle,,B1
5789,prosperous,,B1
5790,proverb,,B1
5791,provided,,B1
5792,swollen,,B1
5793,pub,,B1
5794,talkative,,B1
5795,prohibition,,B1
5796,takeaway,,B1
5797,pronoun,,B1
5798,public transport,,B1
5799,publicly,,B1
5800,surprisingly,,B1
5801,question mark,,B1
5802,queue,,B1
5803,publisher,,B1
5804,swimmer,,B1
5805,pullover,,B1
5806,pupil,,B1
5807,puppy,,B1
5808,purify,,B1
5809,sweatshirt,,B1
5810,purse,,B1
5811,swarm,,B1
5812,quake,,B1
5813,swell,,B1
5814,procrastination,,B1
5815,thankful,,B1
5816,terrified,,B1
5817,prefix,,B1
5818,preposition,,B1
5819,thriller,,B1
5820,threatening,,B1
5821,popcorn,,B1
5822,pork,,B1
5823,positively,,B1
5824,possessive,,B1
5825,thirst,,B1
5826,postcard,,B1
5827,postman,,B1
5828,pottery,,B1
5829,preschool,,B1
5830,tease,,B1
5831,teamwork,,B1
5832,teammate,,B1
5833,tasty,,B1
5834,tasteless,,B1
5835,primary school,,B1
5836,tense,,B1
5837,primitive,,B1
5838,temper,,B1
5839,teller,,B1
5840,telegram,,B1
5841,telecommunications,,B1
5842,piety,,B1
5843,burning,,B1
5844,first floor,,B1
5845,first lady,,B1
5846,burglar,,B1
5847,bureau,,B1
5848,first-floor,,B1
5849,bump,,B1
5850,bulletin,,B1
5851,fire station,,B1
5852,bust,,B1
5853,feverishly,,B1
5854,cage,,B1
5855,cabbage,,B1
5856,filling,,B1
5857,bull,,B1
5858,buyer,,B1
5859,butcher,,B1
5860,film-maker,,B1
5861,fetch,,B1
5862,forehead,,B1
5863,formally,,B1
5864,breeding,,B1
5865,breathless,,B1
5866,fortnight,,B1
5867,brightly,,B1
5868,forbidden,,B1
5869,foolish,,B1
5870,flock,,B1
5871,brotherhood,,B1
5872,bronze,,B1
5873,broccoli,,B1
5874,builder,,B1
5875,fluent,,B1
5876,flunk,,B1
5877,flute,,B1
5878,fondness,,B1
5879,fluently,,B1
5880,festive,,B1
5881,calculator,,B1
5882,calf,,B1
5883,cashpoint,,B1
5884,carton,,B1
5885,extinct,,B1
5886,extinction,,B1
5887,carelessness,,B1
